1216  Delta1905(0)          1.88000   0.35000  6  1  0  0  0  4  0  7
1116  Delta1905(-)          1.88000   0.35000  6  1  0  0  0  4 -1  4
23124  Lambda1890             1.89000   0.10000  4  1 -1  0  0  1  0 11
22222  Delta1910(++)         1.90000   0.25000  2  1  0  0  0  4  2  5
22122  Delta1910(+)          1.90000   0.25000  2  1  0  0  0  4  1  9
21212  Delta1910(0)          1.90000   0.25000  2  1  0  0  0  4  0  9
21112  Delta1910(-)          1.90000   0.25000  2  1  0  0  0  4 -1  5
200333  phi1900                1.91000   0.09000  3  0  0  0  0  1  0  5
13226  Sigma(+)1915          1.91500   0.12000  6  1 -1  0  0  3  1  6
13216  Sigma(0)1915          1.91500   0.12000  6  1 -1  0  0  3  0  7
13116  Sigma(-)1915          1.91500   0.12000  6  1 -1  0  0  3 -1  6
22224  Delta1920(++)         1.92000   0.20000  4  1  0  0  0  4  2  5
22214  Delta1920(+)          1.92000   0.20000  4  1  0  0  0  4  1  9
22114  Delta1920(0)          1.92000   0.20000  4  1  0  0  0  4  0  9
21114  Delta1920(-)          1.92000   0.20000  4  1  0  0  0  4 -1  5
23224  Sigma(+)1940          1.94000   0.22000  4  1 -1  0  0  3  1 10
23214  Sigma(0)1940          1.94000   0.22000  4  1 -1  0  0  3  0 12
23114  Sigma(-)1940          1.94000   0.22000  4  1 -1  0  0  3 -1 10
12128  p-1990                  1.95000   0.55000  8  1  0  0  0  2  1 14
11218  n-1990                  1.95000   0.55000  8  1  0  0  0  2  0 14
23324  Xsi(0)1950            1.95000   0.06000  4  1 -2  0  0  2  0  5
23314  Xsi(-)1950            1.95000   0.06000  4  1 -2  0  0  2 -1  5
12226  Delta1930(++)         1.97000   0.35000  6  1  0  0  0  4  2  6
12126  Delta1930(+)          1.97000   0.35000  6  1  0  0  0  4  1 11
11216  Delta1930(0)          1.97000   0.35000  6  1  0  0  0  4  0 11
11116  Delta1930(-)          1.97000   0.35000  6  1  0  0  0  4 -1  6
2228  Delta1950(++)         1.99000   0.35000  8  1  0  0  0  4  2  7
2218  Delta1950(+)          1.99000   0.35000  8  1  0  0  0  4  1 13
2118  Delta1950(0)          1.99000   0.35000  8  1  0  0  0  4  0  13
1118  Delta1950(-)          1.99000   0.35000  8  1  0  0  0  4 -1  7
52124  p-2080                  2.00000   0.35000  4  1  0  0  0  2  1 13
51214  n-2080                  2.00000   0.35000  4  1  0  0  0  2  0 13
3326  Xsi(0)2030            2.02500   0.02000  6  1 -2  0  0  2  0  5
3316  Xsi(-)2030            2.02500   0.02000  6  1 -2  0  0  2 -1  5
3228  Sigma(+)2030          2.03000   0.18000  8  1 -1  0  0  3  1 10
3218  Sigma(0)2030          2.03000   0.18000  8  1 -1  0  0  3  0 12
3118  Sigma(-)2030          2.03000   0.18000  8  1 -1  0  0  3 -1 10
3128  Lambda2100             2.10000   0.20000  8  1 -1  0  0  1  0 12
23126  Lambda2110             2.11000   0.20000  6  1 -1  0  0  1  0  7
22128  p-2190                  2.15000   0.50000  8  1  0  0  0  2  1 14
21218  n-2190                  2.15000   0.50000  8  1  0  0  0  2  0 14
2210  p-2220                  2.22000   0.55000 10  1  0  0  0  2  1 11
2110  n-2220                  2.22000   0.55000 10  1  0  0  0  2  0 11
12210  p-2250                  2.25000   0.47000 10  1  0  0  0  2  1 13
12110  n-2250                  2.25000   0.47000 10  1  0  0  0  2  0 13
